0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,label
0.99814,0.99824,0.99424,0.99990,0.99316,0.99590,0.99482,0.99511,0.99609,0.99697,0.99443,0.77743,0.73063,0.76219,0.71304,0.71168,0.75916,0.75388,0.77548,0.79130,0.77069,0.79287,0.75515,0.78359,0.72789,0.67347,0.64211,0.63429,0.48862,0.54284,0.99297,0.99658,0.99775,0.99531,0.99257,0.99678,0.99648,0.99609,0.99629,0.99424,0.99531,0.66302,0.57049,0.46419,0.38896,0.36238,0.32174,0.34157,0.39150,0.39345,0.36287,0.35310,0.34509,0.21202,0.30181,0.46448,0.53835,0.99560,0.99453,0.99492,0.99404,0.99375,0.99316,0.99590,0.32106,0.72985,0.49243,0.38749,0.41524,0.39218,0.36707,0.44240,0.36317,0.31216,0.24993,0.45999,0.55388,0.41944,0.47318,0.43019,0.38974,0.43195,0.42833,0.43752,0.42570,0.37479,0.42286,0.41935,0.38652,0.45315,0.39365,0.36717,0.38808,0.26439,0.27543,0.39404,0.36287,0.36453,0.42003,0.41534,3
0.43644,0.44426,0.44729,0.46312,0.45999,0.45960,0.45403,0.46370,0.45364,0.45530,0.45745,0.46400,0.46136,0.45999,0.46234,0.45911,0.45579,0.46644,0.46341,0.44426,0.44279,0.45266,0.42491,0.49409,0.48168,0.34011,0.37235,0.50718,0.40254,0.42980,0.50601,0.53874,0.52623,0.54099,0.55721,0.56356,0.50337,0.52721,0.52106,0.54978,0.65452,0.81602,0.99511,0.99599,0.99463,0.99560,0.99511,0.99678,0.99560,0.99472,0.99521,0.99492,0.99218,0.99355,0.82443,0.97479,0.99678,0.98837,0.99570,0.84319,0.99209,0.96805,0.98300,0.96795,0.88276,0.36502,0.43576,0.69917,0.71383,0.99756,0.84299,0.62531,0.75330,0.99560,0.99834,0.99746,0.99638,0.99834,0.99726,0.94587,0.70142,0.99697,0.99404,0.99414,0.99453,0.99541,0.47885,0.46253,0.45892,0.46888,0.45110,0.36092,0.99590,0.97079,0.99590,0.99785,0.99746,0.99932,0.99736,0.99482,3
0.45227,0.46712,0.47220,0.47543,0.47289,0.47191,0.46575,0.46165,0.44602,0.45266,0.45032,0.42765,0.38368,0.35369,0.35388,0.39707,0.33600,0.34235,0.33757,0.33591,0.34255,0.33864,0.44045,0.44709,0.43898,0.38241,0.39326,0.42208,0.42022,0.43283,0.44426,0.44465,0.36786,0.44104,0.50650,0.45999,0.50249,0.44211,0.46742,0.44807,0.37352,0.34802,0.35623,0.43439,0.55535,0.59355,0.63029,0.59775,0.60078,0.56307,0.61270,0.99629,0.99756,0.99521,0.99717,0.99687,0.99707,0.99414,0.99355,0.65774,0.67543,0.64485,0.65012,0.59472,0.62892,0.66146,0.63781,0.59316,0.58837,0.63830,0.58652,0.42189,0.35564,0.47474,0.45335,0.42189,0.44866,0.37147,0.41534,0.50073,0.40401,0.99648,0.51461,0.99355,0.99551,0.99551,0.99443,0.99228,0.99658,0.99472,0.99814,0.99511,0.95320,0.98925,0.53864,0.52027,0.50923,0.45530,0.44563,0.44954,3
0.39648,0.45100,0.43097,0.50357,0.76395,0.49946,0.51871,0.51246,0.56913,0.99648,0.99365,0.99267,0.99697,0.99609,0.99551,0.99375,0.99590,0.99443,0.99609,0.99560,0.99687,0.99746,0.99668,0.99824,0.99658,0.99590,0.99795,0.99678,0.99717,0.99541,0.99590,0.99472,0.99853,0.99306,0.99668,0.99795,0.99541,0.99590,0.99707,0.99638,0.99551,0.99932,0.99814,0.99707,0.99707,0.99902,0.99531,0.99785,0.99463,0.99619,0.99531,0.65383,0.73131,0.72975,0.53786,0.46976,0.43410,0.35857,0.54206,0.99463,0.99707,0.99658,0.59775,0.40664,0.42677,0.33298,0.33483,0.32789,0.34284,0.35789,0.35447,0.34558,0.36170,0.35515,0.33229,0.60078,0.99638,0.99580,0.99551,0.99766,0.99551,0.99599,0.99551,0.99629,0.99472,0.95300,0.99619,0.52506,0.53727,0.51177,0.57294,0.50445,0.61983,0.53727,0.51744,0.55447,0.53766,0.52399,0.47777,0.40059,3
0.43097,0.43000,0.43146,0.43283,0.42931,0.43166,0.42980,0.43283,0.43009,0.43087,0.43175,0.43078,0.42941,0.43146,0.43234,0.43019,0.42882,0.42794,0.42843,0.42941,0.42775,0.42706,0.42951,0.43136,0.43097,0.42824,0.42931,0.42902,0.42745,0.42775,0.42628,0.42872,0.42765,0.42658,0.42912,0.42853,0.42765,0.43039,0.42980,0.42882,0.42716,0.42726,0.42736,0.42716,0.43097,0.42902,0.42745,0.42814,0.43254,0.42912,0.42872,0.43156,0.41895,0.48334,0.99668,0.99658,0.99805,0.99824,0.99726,0.99687,0.99756,0.99795,0.99805,0.99775,0.99834,0.99746,0.99599,0.99687,0.99609,0.89116,0.83537,0.80186,0.71715,0.54851,0.41778,0.45608,0.44768,0.48002,0.38974,0.08588,0.17753,0.28715,0.33229,0.37499,0.31558,0.32340,0.34724,0.36375,0.36922,0.36776,0.36942,0.37137,0.37235,0.37274,0.37499,0.37079,0.37362,0.37108,0.37176,0.37235,1
0.37675,0.37518,0.37557,0.37851,0.37665,0.37753,0.37567,0.37518,0.37763,0.37626,0.37538,0.37587,0.37860,0.37782,0.37606,0.37655,0.37743,0.37577,0.37636,0.37577,0.37557,0.37548,0.37655,0.37763,0.37704,0.37723,0.37694,0.37772,0.37489,0.37342,0.37538,0.37333,0.37323,0.37157,0.37342,0.37196,0.37469,0.37528,0.37225,0.36844,0.36786,0.36873,0.36707,0.37264,0.36786,0.36649,0.36580,0.36463,0.37108,0.37049,0.36610,0.36717,0.36825,0.36043,0.36580,0.36619,0.36492,0.36717,0.36893,0.99795,0.99629,0.99756,0.99678,0.99766,0.99795,0.99453,0.99795,0.99697,0.99531,0.99590,0.99707,0.99775,0.99834,0.99570,0.99638,0.99766,0.99541,0.93952,0.41270,0.41641,0.40440,0.22716,0.07807,0.13854,0.27650,0.27973,0.25559,0.25755,0.23801,0.23410,0.28676,0.28735,0.22345,0.24827,0.27865,0.27767,0.28109,0.28227,0.28139,0.28246,1
0.30093,0.30405,0.30288,0.30650,0.30386,0.30337,0.30611,0.30151,0.30093,0.30435,0.30708,0.30640,0.30405,0.30415,0.30503,0.30513,0.30611,0.30493,0.30826,0.30845,0.30523,0.30806,0.30679,0.30699,0.30425,0.30611,0.30083,0.30386,0.29780,0.29976,0.29546,0.21133,0.96434,0.87484,0.64612,0.97255,0.97997,0.99687,0.99638,0.99658,0.99590,0.99766,0.99658,0.98153,0.97890,0.99170,0.98525,0.99189,0.96668,0.97372,0.95681,0.90884,0.69301,0.44397,0.40684,0.35838,0.28129,0.13395,0.11744,0.19893,0.28862,0.29477,0.29839,0.31871,0.32487,0.32799,0.33151,0.33053,0.32721,0.33004,0.33083,0.33151,0.32965,0.32819,0.33102,0.29555,0.29995,0.30503,0.30396,0.30699,0.30005,0.29712,0.29741,0.27728,0.29682,0.29106,0.30034,0.30181,0.29966,0.29399,0.30122,0.30425,0.29555,0.30073,0.30318,0.30308,0.30581,0.30259,0.30669,0.30874,1
0.29722,0.28676,0.29966,0.31607,0.30796,0.30874,0.30151,0.30318,0.31177,0.31754,0.31510,0.31842,0.31637,0.31539,0.31451,0.31197,0.31255,0.31500,0.31392,0.31031,0.29321,0.28598,0.28588,0.28705,0.28442,0.28666,0.31773,0.64651,0.99834,0.99785,0.99766,0.99824,0.99873,0.99775,0.99697,0.99697,0.99658,0.99795,0.99853,0.99648,0.99638,0.99766,0.99678,0.99746,0.99726,0.99619,0.99766,0.99629,0.99844,0.99814,0.99658,0.99717,0.99756,0.99775,0.99717,0.99668,0.99551,0.99756,0.99619,0.99668,0.99756,0.99482,0.43009,0.25901,0.12829,0.17509,0.23312,0.30464,0.31119,0.25540,0.25735,0.25667,0.25901,0.26106,0.26106,0.25344,0.25481,0.26351,0.25208,0.25813,0.25706,0.25520,0.25491,0.26927,0.26957,0.26810,0.26615,0.27201,0.27123,0.28021,0.27973,0.27426,0.27132,0.26849,0.26986,0.27347,0.27318,0.27005,0.26976,0.27054,1
0.28070,0.27973,0.28217,0.27875,0.27846,0.27982,0.28041,0.27777,0.28051,0.27846,0.27553,0.27611,0.27465,0.27836,0.27562,0.27553,0.27797,0.27553,0.27728,0.27992,0.27807,0.27787,0.27748,0.27582,0.28061,0.28168,0.27973,0.27973,0.27963,0.27904,0.27807,0.27797,0.28324,0.28119,0.27924,0.28178,0.28461,0.28608,0.28920,0.29028,0.29243,0.29272,0.29477,0.29487,0.29213,0.29702,0.29340,0.29487,0.29096,0.29204,0.29038,0.29243,0.29243,0.29165,0.29331,0.29135,0.29301,0.29321,0.29370,0.29126,0.29077,0.24690,0.27904,0.33561,0.68012,0.67680,0.99766,0.99736,0.99648,0.99746,0.99795,0.99893,0.99707,0.99834,0.99785,0.99893,0.99668,0.99834,0.99746,0.99785,0.99726,0.99756,0.99775,0.99775,0.99687,0.88598,0.34323,0.33610,0.34284,0.30112,0.27005,0.25813,0.27953,0.27386,0.28051,0.28686,0.27992,0.28100,0.28305,0.27982,1
0.35066,0.34978,0.34939,0.34900,0.34988,0.34763,0.34783,0.34949,0.35027,0.34763,0.35095,0.34871,0.34773,0.34704,0.35144,0.34861,0.34841,0.34880,0.34783,0.34929,0.34802,0.34978,0.34890,0.35037,0.34841,0.35007,0.34949,0.34988,0.35418,0.35105,0.35017,0.34851,0.34919,0.35242,0.35154,0.35154,0.35085,0.34880,0.34958,0.35105,0.34871,0.35007,0.34958,0.35134,0.35027,0.34880,0.35056,0.34939,0.35330,0.35037,0.35252,0.35457,0.35066,0.35173,0.35085,0.35017,0.35203,0.35183,0.35173,0.35066,0.35222,0.35310,0.35193,0.35134,0.35164,0.35242,0.35076,0.34988,0.34968,0.35134,0.35007,0.35046,0.35037,0.35017,0.35046,0.34890,0.34958,0.35046,0.35271,0.35271,0.35134,0.35125,0.34949,0.34949,0.34841,0.34861,0.35281,0.35515,0.35379,0.35222,0.35046,0.35085,0.35203,0.35037,0.35291,0.35271,0.35125,0.35232,0.35095,0.35027,0
0.35183,0.35193,0.35222,0.35066,0.34968,0.35252,0.35105,0.35076,0.34988,0.34890,0.35232,0.34900,0.35085,0.34958,0.34998,0.34958,0.34988,0.35046,0.34958,0.35154,0.35085,0.35007,0.35085,0.34988,0.35105,0.34998,0.35085,0.35066,0.35095,0.34763,0.34978,0.34880,0.34744,0.35105,0.34695,0.34841,0.35066,0.34968,0.35066,0.35340,0.35007,0.34949,0.34958,0.34841,0.34958,0.34841,0.35027,0.35173,0.35046,0.35076,0.35066,0.35017,0.34763,0.34871,0.34792,0.34656,0.35046,0.34929,0.35359,0.34929,0.34949,0.34919,0.34802,0.34988,0.34988,0.35066,0.35222,0.35193,0.34919,0.34910,0.34958,0.34978,0.35046,0.34978,0.35007,0.34978,0.35056,0.34910,0.34929,0.34978,0.34822,0.34949,0.34871,0.34841,0.34919,0.35027,0.34812,0.34900,0.35085,0.35017,0.35320,0.35105,0.34978,0.34958,0.34831,0.34998,0.34871,0.34968,0.34988,0.34910,0
0.35799,0.35330,0.35447,0.36063,0.36317,0.35427,0.36238,0.36141,0.36287,0.36004,0.36014,0.36248,0.36365,0.36375,0.36756,0.36463,0.36434,0.36522,0.36170,0.32887,0.33552,0.36434,0.35965,0.36141,0.34216,0.34538,0.36229,0.34421,0.31656,0.31597,0.31500,0.31666,0.33366,0.33796,0.35213,0.35388,0.35125,0.34968,0.34871,0.35515,0.35467,0.36150,0.29907,0.31734,0.37264,0.38280,0.39492,0.54988,0.78192,0.80752,0.81915,0.83439,0.84250,0.84182,0.82824,0.85520,0.82687,0.82364,0.80948,0.76014,0.72360,0.61085,0.59912,0.67875,0.70396,0.75320,0.75379,0.86019,0.73659,0.99590,0.99541,0.99531,0.99599,0.99609,0.77098,0.81944,0.81710,0.80967,0.81563,0.80313,0.80283,0.79287,0.83723,0.84113,0.81456,0.82423,0.84700,0.99678,0.99678,0.99746,0.99541,0.99638,0.99707,0.99658,0.99658,0.99687,0.99668,0.99687,0.99580,0.99551,2
0.24944,0.25217,0.25129,0.25745,0.27084,0.25979,0.26038,0.26957,0.28276,0.29849,0.29673,0.30073,0.30034,0.30093,0.30024,0.30337,0.30220,0.29487,0.29018,0.28676,0.29165,0.29722,0.29477,0.29731,0.29272,0.29165,0.29751,0.28617,0.26917,0.27660,0.29165,0.29350,0.27377,0.26058,0.25296,0.25872,0.25413,0.27298,0.22149,0.24250,0.23107,0.24397,0.27553,0.32614,0.31754,0.46761,0.51363,0.53337,0.55545,0.54187,0.37645,0.37792,0.48012,0.28041,0.39551,0.59287,0.40830,0.55222,0.68256,0.81319,0.71510,0.75584,0.69135,0.70093,0.75672,0.74704,0.60020,0.72868,0.81768,0.83166,0.85462,0.79170,0.78476,0.86820,0.91255,0.99717,0.90884,0.92115,0.88149,0.84543,0.91021,0.85755,0.99766,0.99687,0.99932,0.99599,0.97206,0.98202,0.99883,0.99834,0.99599,0.99932,0.99853,0.99511,0.99766,0.99287,0.99414,0.99658,0.99511,0.99678,2
0.52995,0.52702,0.53004,0.53317,0.52653,0.52741,0.52643,0.52047,0.52965,0.53063,0.53483,0.53718,0.54001,0.53884,0.53796,0.55095,0.54861,0.57167,0.57567,0.56287,0.53483,0.54450,0.54783,0.58378,0.58290,0.57557,0.57450,0.59003,0.56463,0.61690,0.66126,0.67572,0.65110,0.66282,0.60440,0.59932,0.63918,0.66087,0.64514,0.74441,0.58036,0.56561,0.65520,0.74275,0.71412,0.69585,0.97665,0.99658,0.99834,0.99658,0.99697,0.99873,0.99746,0.99726,0.99824,0.99551,0.90327,0.95017,0.87152,0.96561,0.91510,0.96258,0.99746,0.95887,0.99648,0.99209,0.94460,0.94558,0.95037,0.99766,0.99687,0.99629,0.95418,0.94597,0.94617,0.95506,0.95672,0.94783,0.94685,0.95183,0.95213,0.95105,0.94626,0.94470,0.93337,0.89565,0.90845,0.65081,0.53522,0.84377,0.99111,0.75115,0.80078,0.81456,0.81387,0.78447,0.78026,0.80293,0.80625,0.78974,2
0.79472,0.79453,0.79277,0.79306,0.78427,0.77987,0.77890,0.77753,0.78769,0.79130,0.78857,0.78759,0.78906,0.78740,0.78818,0.79111,0.79140,0.79091,0.78925,0.78935,0.78661,0.78896,0.78720,0.78769,0.76698,0.62833,0.49536,0.50337,0.48451,0.48451,0.48520,0.50259,0.47816,0.55701,0.48705,0.45725,0.44504,0.96639,0.97079,0.98290,0.99433,0.66517,0.99687,0.99678,0.99668,0.99726,0.99766,0.99775,0.99883,0.99873,0.99736,0.99736,0.99834,0.99766,0.99805,0.99638,0.99873,0.99756,0.99814,0.99687,0.99873,0.99756,0.99443,0.99678,0.99736,0.99697,0.99756,0.99785,0.99736,0.99746,0.99648,0.99590,0.99531,0.99814,0.99736,0.99717,0.99531,0.99736,0.99678,0.99736,0.99775,0.99697,0.99707,0.99814,0.99775,0.76190,0.73815,0.94480,0.86810,0.69233,0.66634,0.66448,0.76170,0.95750,0.97157,0.95437,0.99179,0.99687,0.98271,0.99062,2
0.99316,0.99736,0.99814,0.99873,0.99482,0.99668,0.99570,0.99726,0.99707,0.99355,0.99638,0.99853,0.99482,0.99580,0.99697,0.99482,0.99658,0.99424,0.99658,0.99472,0.99111,0.98867,0.98847,0.98593,0.99443,0.99658,0.99013,0.99619,0.98896,0.99228,0.98837,0.98896,0.99043,0.99590,0.98163,0.99726,0.99218,0.98925,0.97450,0.89204,0.91637,0.97978,0.98232,0.95809,0.88705,0.87103,0.83117,0.83547,0.74030,0.67396,0.99746,0.99795,0.99746,0.99834,0.99805,0.99746,0.99844,0.99795,0.99609,0.99443,0.99687,0.99814,0.99873,0.99961,0.99717,0.99902,0.99756,0.99678,0.99590,0.99922,0.99658,0.99853,0.99756,0.99863,0.99619,0.99678,0.99707,0.99775,0.99580,0.99824,0.99717,0.99814,0.99736,0.99834,0.99814,0.99629,0.99570,0.89624,0.99384,0.93532,0.92975,0.96375,0.95554,0.98359,0.99111,0.97860,0.95183,0.92995,0.91529,0.89819,2
0.26693,0.26370,0.26556,0.26321,0.26497,0.26634,0.26351,0.25960,0.26400,0.26409,0.26224,0.26722,0.26458,0.26351,0.26488,0.26683,0.26341,0.26488,0.26448,0.26556,0.26996,0.26869,0.24934,0.26751,0.32594,0.41944,0.65589,0.58691,0.88617,0.88119,0.76473,0.73679,0.71168,0.75056,0.75877,0.99707,0.99551,0.99551,0.99609,0.99531,0.99707,0.99736,0.99775,0.99707,0.99590,0.99511,0.99766,0.99726,0.99619,0.99463,0.99687,0.99609,0.99570,0.99814,0.99668,0.99551,0.99629,0.99541,0.99365,0.99560,0.96004,0.66663,0.54998,0.61759,0.80850,0.74118,0.76766,0.75369,0.58212,0.61329,0.71783,0.73346,0.77352,0.77176,0.77235,0.76414,0.76502,0.78574,0.77557,0.47338,0.43957,0.45569,0.44270,0.39726,0.25657,0.19003,0.27064,0.28823,0.28393,0.22775,0.25862,0.21505,0.22374,0.19326,0.23986,0.19951,0.24514,0.32027,0.18847,0.30220,3
0.30005,0.28715,0.28481,0.27435,0.26742,0.26390,0.27601,0.28061,0.28334,0.27973,0.28021,0.28236,0.27904,0.28647,0.28754,0.28188,0.27660,0.27162,0.27406,0.28813,0.29995,0.30318,0.30269,0.30005,0.29311,0.29682,0.30239,0.30308,0.30415,0.30562,0.30474,0.30347,0.29702,0.29595,0.29653,0.29419,0.29614,0.29428,0.31168,0.30161,0.28070,0.32008,0.38867,0.19463,0.51881,0.52692,0.53141,0.51656,0.24133,0.21895,0.26097,0.25217,0.26097,0.32320,0.45774,0.43341,0.49565,0.66556,0.45002,0.37626,0.34744,0.34304,0.30523,0.33043,0.29008,0.37577,0.37196,0.37587,0.26527,0.22609,0.20508,0.20195,0.24954,0.21798,0.19267,0.43273,0.47093,0.41876,0.46321,0.46321,0.46966,0.46585,0.45677,0.42970,0.43439,0.17225,0.16004,0.14343,0.24084,0.53630,0.35369,0.70298,0.99609,0.99570,0.99541,0.99248,0.99726,0.99619,0.38534,0.28920,3
0.51480,0.51373,0.51177,0.51285,0.50904,0.50992,0.51295,0.51197,0.51119,0.50914,0.50562,0.50689,0.50806,0.50151,0.50191,0.49780,0.49858,0.50386,0.50855,0.51031,0.51343,0.51255,0.50386,0.50425,0.50415,0.49223,0.47982,0.43771,0.25286,0.14060,0.14734,0.14216,0.17509,0.21055,0.22785,0.45305,0.46243,0.48324,0.51373,0.48989,0.51334,0.51422,0.51744,0.52399,0.54040,0.55398,0.55369,0.57010,0.55467,0.68256,0.58163,0.52262,0.59375,0.56805,0.60303,0.37176,0.43498,0.42814,0.37450,0.38417,0.45061,0.43322,0.45725,0.47191,0.40703,0.50298,0.52125,0.58261,0.40283,0.43078,0.31597,0.55867,0.56121,0.54157,0.53395,0.54744,0.52526,0.53708,0.56356,0.55046,0.73024,0.62355,0.61202,0.61319,0.69624,0.59023,0.52653,0.53933,0.54148,0.59306,0.85862,0.82599,0.80420,0.99736,0.84524,0.99267,0.61778,0.17030,0.15173,0.15476,3
0.42228,0.42306,0.42032,0.41475,0.41612,0.41426,0.39551,0.39453,0.35447,0.33874,0.32008,0.16805,0.21319,0.25852,0.31480,0.38173,0.45530,0.42980,0.37186,0.39463,0.37851,0.38730,0.34577,0.41808,0.45081,0.46830,0.51128,0.54675,0.55877,0.57147,0.58075,0.65843,0.47875,0.47758,0.53864,0.53718,0.48168,0.46253,0.44270,0.42775,0.39551,0.35564,0.33864,0.37000,0.55603,0.54763,0.53659,0.58984,0.55857,0.57782,0.58925,0.60029,0.62394,0.62960,0.52408,0.35525,0.52926,0.52897,0.51422,0.58310,0.59052,0.53131,0.31705,0.26575,0.26302,0.24211,0.24651,0.50796,0.25442,0.25735,0.24660,0.17606,0.15633,0.17548,0.17391,0.24475,0.19951,0.19062,0.16649,0.15564,0.11744,0.14284,0.12623,0.10591,0.13346,0.13669,0.16492,0.16600,0.24436,0.26282,0.26771,0.16131,0.13307,0.11627,0.32985,0.49682,0.51363,0.52399,0.58730,0.65188,3
0.99951,0.99697,0.99726,0.99707,0.99687,0.99287,0.99482,0.99570,0.93249,0.81651,0.81544,0.68070,0.65589,0.61397,0.56815,0.50523,0.44739,0.41749,0.38622,0.47582,0.50601,0.53073,0.47377,0.42775,0.44856,0.43527,0.50552,0.47758,0.33366,0.34910,0.32995,0.31617,0.31021,0.32184,0.33776,0.35066,0.35193,0.36356,0.26136,0.28236,0.27230,0.30308,0.32291,0.36414,0.37772,0.44377,0.99570,0.99541,0.99521,0.99287,0.99336,0.99336,0.99580,0.99580,0.99580,0.18183,0.18085,0.25325,0.28637,0.36825,0.96414,0.99629,0.99492,0.99805,0.99687,0.99775,0.96991,0.99619,0.99805,0.99756,0.99795,0.99824,0.99824,0.99560,0.99668,0.99824,0.99824,0.99795,0.99795,0.99795,0.99658,0.99726,0.99766,0.98730,0.99551,0.67162,0.63918,0.69262,0.55926,0.52106,0.48735,0.37538,0.49282,0.42892,0.43674,0.43488,0.33679,0.65804,0.43810,0.30699,3
0.34108,0.33991,0.34060,0.34118,0.34079,0.33854,0.33981,0.34235,0.33854,0.33864,0.34011,0.33981,0.34177,0.33933,0.34030,0.34177,0.33981,0.33913,0.33815,0.33874,0.34362,0.34187,0.33942,0.34118,0.33776,0.34050,0.34060,0.34011,0.33981,0.33864,0.34001,0.33913,0.33796,0.33903,0.33806,0.33864,0.33952,0.33933,0.34021,0.34021,0.34099,0.34138,0.34196,0.34265,0.34089,0.34079,0.34245,0.34382,0.34294,0.34099,0.34382,0.34402,0.34665,0.34372,0.34235,0.34040,0.33894,0.33718,0.33620,0.33796,0.34304,0.35467,0.37284,0.37968,0.54968,0.99775,0.99775,0.86878,0.85589,0.87201,0.86409,0.81759,0.80645,0.99003,0.99541,0.99795,0.99638,0.99658,0.74392,0.75672,0.62804,0.99521,0.38964,0.36121,0.26742,0.25501,0.17303,0.12125,0.17606,0.21641,0.23918,0.25159,0.24651,0.21446,0.15584,0.16590,0.13591,0.22579,0.21602,0.24836,1
0.26663,0.26849,0.26732,0.26732,0.26624,0.26634,0.26654,0.26908,0.26693,0.26800,0.26751,0.26478,0.26663,0.26790,0.26810,0.26742,0.26820,0.26751,0.26810,0.27181,0.26702,0.26585,0.26947,0.26859,0.26761,0.26800,0.26702,0.26878,0.26722,0.26468,0.26488,0.26790,0.26947,0.26595,0.27259,0.27259,0.27308,0.27386,0.27269,0.27435,0.27191,0.27093,0.26937,0.26927,0.26927,0.26966,0.26986,0.26898,0.26800,0.26830,0.26654,0.26800,0.26683,0.26810,0.27191,0.27211,0.27416,0.27269,0.27347,0.27347,0.27631,0.27426,0.27592,0.27699,0.27416,0.27377,0.27289,0.27064,0.85403,0.99853,0.99736,0.99775,0.99814,0.99707,0.99629,0.99844,0.99746,0.99365,0.99433,0.87054,0.93923,0.72633,0.87367,0.79375,0.61993,0.82960,0.62872,0.40342,0.29702,0.32819,0.34577,0.26556,0.13278,0.22833,0.25208,0.20645,0.17909,0.14617,0.14792,0.14988,1
0.36053,0.35936,0.35809,0.36160,0.36492,0.36180,0.36102,0.36209,0.36317,0.36639,0.36082,0.36072,0.36532,0.36717,0.36873,0.36707,0.36571,0.36180,0.36014,0.35828,0.35740,0.35340,0.36453,0.33874,0.78437,0.94167,0.99482,0.99599,0.99746,0.99638,0.99863,0.99814,0.99599,0.99785,0.78740,0.99590,0.99717,0.99570,0.83439,0.99658,0.99785,0.89839,0.61260,0.44787,0.34021,0.30171,0.31285,0.63820,0.14050,0.15017,0.19951,0.19238,0.19521,0.12447,0.12203,0.12203,0.12272,0.19130,0.19130,0.19687,0.19580,0.19033,0.18886,0.18671,0.19365,0.19189,0.18896,0.19052,0.18447,0.19111,0.19101,0.19678,0.19209,0.19443,0.19082,0.19472,0.19091,0.19404,0.19443,0.19345,0.19277,0.19599,0.19795,0.19736,0.19668,0.19482,0.19384,0.19267,0.19072,0.19277,0.19717,0.19658,0.19668,0.19336,0.19502,0.19531,0.19375,0.19580,0.19130,0.19082,1
0.19893,0.20088,0.20098,0.19990,0.20107,0.20078,0.19726,0.19638,0.19531,0.19121,0.19599,0.19394,0.19453,0.19502,0.19355,0.19384,0.19404,0.19482,0.19678,0.19971,0.19658,0.19756,0.19570,0.19336,0.19502,0.19756,0.19834,0.19717,0.19414,0.19453,0.19345,0.19570,0.19306,0.19599,0.19365,0.19551,0.19433,0.19287,0.19482,0.19433,0.19453,0.19482,0.19521,0.19424,0.19638,0.19492,0.19638,0.19375,0.19502,0.19678,0.19560,0.19424,0.19394,0.64025,0.95564,0.99717,0.99746,0.99853,0.99678,0.99844,0.99756,0.99766,0.97391,0.99482,0.99775,0.99560,0.99795,0.99678,0.99707,0.99844,0.99873,0.99814,0.99687,0.99609,0.84709,0.80088,0.59717,0.47084,0.46566,0.34587,0.27640,0.22765,0.18378,0.23517,0.21163,0.21065,0.16209,0.13864,0.21124,0.22531,0.22824,0.23693,0.23341,0.23488,0.23283,0.23273,0.23117,0.23273,0.22951,0.22902,1
0.29448,0.29800,0.30083,0.29956,0.29790,0.29936,0.29868,0.30249,0.30699,0.30259,0.30464,0.30191,0.30161,0.29858,0.29907,0.30210,0.30318,0.30064,0.30034,0.29888,0.29663,0.29868,0.29702,0.29858,0.29946,0.29888,0.30093,0.29819,0.29878,0.29936,0.29907,0.30064,0.29907,0.30171,0.30073,0.29995,0.30142,0.29985,0.30288,0.30054,0.30191,0.30073,0.29956,0.29907,0.30347,0.29985,0.29985,0.26790,0.92213,0.99766,0.99814,0.99853,0.99814,0.99814,0.99717,0.99648,0.99883,0.99795,0.99678,0.99707,0.99775,0.99863,0.99707,0.99795,0.99814,0.99814,0.99834,0.99883,0.99775,0.99853,0.99805,0.99726,0.99893,0.95340,0.43136,0.39590,0.22081,0.27465,0.26341,0.20547,0.36365,0.38837,0.25432,0.21837,0.25823,0.26781,0.26058,0.25383,0.22628,0.29311,0.29936,0.27181,0.30044,0.29614,0.29331,0.29174,0.30171,0.30181,0.30210,0.30396,1
0.49213,0.51490,0.49213,0.50327,0.49995,0.48442,0.50083,0.50884,0.50093,0.50161,0.50708,0.50542,0.52262,0.51988,0.44025,0.49780,0.51900,0.54431,0.51881,0.52995,0.51216,0.51851,0.53669,0.51275,0.50376,0.52135,0.51304,0.51109,0.50327,0.50747,0.50845,0.50405,0.50728,0.52213,0.51314,0.49829,0.52907,0.51695,0.52545,0.50738,0.50269,0.51236,0.49624,0.50777,0.53727,0.52320,0.50493,0.39463,0.36590,0.94783,0.99511,0.99883,0.99551,0.99736,0.99805,0.99766,0.99853,0.99824,0.89292,0.46185,0.40723,0.44573,0.38955,0.40537,0.58095,0.37020,0.38212,0.41915,0.44055,0.68305,0.67953,0.68158,0.67152,0.69301,0.68872,0.68100,0.66732,0.67328,0.67816,0.67347,0.67298,0.67601,0.66488,0.66673,0.65950,0.65979,0.66341,0.66546,0.66595,0.66722,0.67025,0.66390,0.66888,0.66556,0.66917,0.66761,0.66742,0.67035,0.66673,0.66751,1
